,Country,"Density
(P/Km2)",Abbreviation,Agricultural Land( %),Land Area(Km2),Armed Forces size,Birth Rate,Calling Code,Capital/Major City,Co2-Emissions,CPI,CPI Change (%),Currency-Code,Fertility Rate,Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Largest city,Life expectancy,Maternal mortality ratio,Minimum wage,Official language,Out of pocket health expenditure,Physicians per thousand,Population,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Iso3_code,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
27719,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2013,Counts,502.0,GLOTIP
27720,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2014,Counts,511.0,GLOTIP
27721,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2014,Counts,519.0,GLOTIP
27722,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2015,Counts,531.0,GLOTIP
27723,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2015,Counts,363.0,GLOTIP
27724,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2016,Counts,820.0,GLOTIP
27725,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2016,Counts,197.0,GLOTIP
27726,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2017,Counts,1424.0,GLOTIP
27727,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2017,Counts,466.0,GLOTIP
27728,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2018,Counts,980.0,GLOTIP
27729,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2018,Counts,193.0,GLOTIP
27736,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2019,Counts,929.0,GLOTIP
27737,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2019,Counts,223.0,GLOTIP
27744,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2020,Counts,868.0,GLOTIP
27745,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2020,Counts,219.0,GLOTIP
27752,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Female,Total,2021,Counts,1226.0,GLOTIP
27753,Nigeria,226,NG,77.70%,"923,768","215,000",37.91,234.0,Abuja,"120,369",267.51,11.40%,NGN,5.39,7.20%,$0.46 ,"$448,120,428,859 ",84.70%,10.20%,75.7,Lagos,54.3,917.0,0.54,English,72.2,0.38,200963599.0,52.90%,1.50%,34.80%,8.1,"102,806,948",9.081999,8.675277,NGA,Africa,Sub-Saharan Africa,Detected trafficking victims,Total,Total,Male,Total,2021,Counts,244.0,GLOTIP
27816,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2010,Counts,12.0,GLOTIP
27817,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2010,Counts,3.0,GLOTIP
27818,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2010,Counts,3.0,GLOTIP
27819,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2010,Counts,3.0,GLOTIP
27820,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2010,Counts,12.0,GLOTIP
27821,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2010,Counts,3.0,GLOTIP
27822,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2010,Counts,12.0,GLOTIP
27831,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2011,Counts,6.0,GLOTIP
27832,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2011,Counts,5.0,GLOTIP
27833,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2011,Counts,3.0,GLOTIP
27834,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2011,Counts,3.0,GLOTIP
27835,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2011,Counts,6.0,GLOTIP
27836,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2011,Counts,5.0,GLOTIP
27837,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2011,Counts,11.0,GLOTIP
27849,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2012,Counts,3.0,GLOTIP
27850,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2012,Counts,3.0,GLOTIP
27851,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2012,Counts,3.0,GLOTIP
27852,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2012,Counts,3.0,GLOTIP
27853,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2012,Counts,5.0,GLOTIP
27854,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2012,Counts,3.0,GLOTIP
27855,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2012,Counts,8.0,GLOTIP
27867,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2013,Counts,9.0,GLOTIP
27868,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2013,Counts,6.0,GLOTIP
27869,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2013,Counts,3.0,GLOTIP
27870,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2013,Counts,3.0,GLOTIP
27871,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2013,Counts,9.0,GLOTIP
27872,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2013,Counts,6.0,GLOTIP
27873,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2013,Counts,15.0,GLOTIP
27886,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2014,Counts,6.0,GLOTIP
27887,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2014,Counts,3.0,GLOTIP
27888,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2014,Counts,3.0,GLOTIP
27889,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2014,Counts,3.0,GLOTIP
27890,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2014,Counts,6.0,GLOTIP
27891,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2014,Counts,3.0,GLOTIP
27892,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2014,Counts,8.0,GLOTIP
27903,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2015,Counts,3.0,GLOTIP
27904,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2015,Counts,3.0,GLOTIP
27905,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2015,Counts,3.0,GLOTIP
27906,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2015,Counts,3.0,GLOTIP
27907,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2015,Counts,3.0,GLOTIP
27908,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2015,Counts,3.0,GLOTIP
27909,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2015,Counts,3.0,GLOTIP
27915,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2016,Counts,3.0,GLOTIP
27916,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2016,Counts,3.0,GLOTIP
27917,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2016,Counts,3.0,GLOTIP
27918,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2016,Counts,3.0,GLOTIP
27919,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2016,Counts,3.0,GLOTIP
27920,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2016,Counts,3.0,GLOTIP
27921,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2016,Counts,6.0,GLOTIP
27929,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2017,Counts,3.0,GLOTIP
27930,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2017,Counts,3.0,GLOTIP
27931,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2017,Counts,3.0,GLOTIP
27932,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2017,Counts,3.0,GLOTIP
27933,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2017,Counts,3.0,GLOTIP
27934,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2017,Counts,3.0,GLOTIP
27935,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2017,Counts,3.0,GLOTIP
27958,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2018,Counts,6.0,GLOTIP
27959,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2018,Counts,3.0,GLOTIP
27960,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2018,Counts,3.0,GLOTIP
27961,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2018,Counts,3.0,GLOTIP
27962,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2018,Counts,6.0,GLOTIP
27963,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2018,Counts,3.0,GLOTIP
27964,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2018,Counts,9.0,GLOTIP
27994,North Macedonia,83,,,"25,713",,,389.0,Skopje,,,,MKD,,,,"$10,220,781,069 ",,,,Skopje,,,,Macedonian,35.6,,1836713.0,,,,,,41.608635,21.745275,MKD,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2019,Counts,3.0,GLOTIP
